appliance_code,power_watts,duration_minutes,is_night,is_occupied,temp_setting,energy_kwh
1,1683.3333333333333,72,0,0,23.5,2.02
5,13172.727272727272,22,0,1,23.7,4.83
1,987.2727272727273,110,0,1,20.3,1.81
2,2484.705882352941,85,1,1,20.8,3.52
5,5907.692307692308,13,0,0,18.9,1.28
5,1800.0,97,0,1,22.3,2.91
5,3381.818181818182,22,0,1,16.7,1.24
1,5018.181818181818,44,0,0,22.8,3.68
1,8536.363636363636,22,0,1,16.1,3.13
3,7110.0,40,0,0,21.2,4.74
2,3433.3333333333335,18,0,0,24.7,1.03
0,1237.5,64,0,0,19.0,1.32
3,9600.0,31,1,1,18.1,4.96
5,428.57142857142856,112,0,0,15.9,0.8
0,6219.512195121952,41,0,0,19.3,4.25
3,2405.4054054054054,111,1,0,16.7,4.45
5,2180.487804878049,82,0,1,16.2,2.98
4,3230.0,60,1,1,23.2,3.23
4,2206.25,96,0,0,15.4,3.53
0,5835.0,40,0,0,24.3,3.89
0,194.11764705882354,68,1,1,23.2,0.22
0,9888.0,25,0,1,16.3,4.12
2,3622.784810126582,79,0,1,21.0,4.77
1,4416.666666666667,36,0,0,21.2,2.65
2,7316.129032258064,31,1,0,17.9,3.78
1,2275.0,72,0,0,20.5,2.73
4,5748.0,50,0,0,23.8,4.79
3,2905.6179775280893,89,0,1,17.7,4.31
3,2965.714285714286,35,0,1,20.5,1.73
5,2450.0,60,1,0,24.2,2.45
3,6372.972972972973,37,0,0,16.2,3.93
5,178200.0,1,1,1,18.8,2.97
3,20076.923076923074,13,0,0,24.5,4.35
0,5911.111111111111,27,0,1,17.4,2.66
4,865.9090909090909,88,0,1,16.1,1.27
0,1657.7319587628865,97,0,1,22.6,2.68
2,673.0434782608696,115,0,0,21.7,1.29
0,1131.6455696202531,79,1,1,18.2,1.49
0,833.7662337662339,77,0,0,16.3,1.07
3,3070.0,60,0,1,22.9,3.07
2,6956.25,32,0,0,18.3,3.71
3,21342.85714285714,14,0,0,23.2,4.98
1,12075.0,8,0,1,24.2,1.61
4,1748.5714285714287,35,1,1,16.1,1.02
2,7642.105263157895,19,0,1,24.3,2.42
1,2202.127659574468,94,1,1,16.4,3.45
4,1968.75,96,0,0,20.9,3.15
4,1188.888888888889,108,0,1,21.1,2.14
4,340.0,60,1,1,24.0,0.34
3,2493.75,96,0,0,18.8,3.99
1,872.1649484536083,97,0,1,17.4,1.41
1,794.8717948717949,117,0,0,18.2,1.55
4,12560.0,15,0,0,16.7,3.14
2,608.0,75,1,0,21.9,0.76
4,5668.9655172413795,29,0,1,24.4,2.74
5,766.6666666666666,54,1,1,20.0,0.69
0,2405.5045871559632,109,1,0,23.6,4.37
1,3582.608695652174,69,0,0,21.7,4.12
2,14880.0,5,0,1,23.3,1.24
2,7731.428571428572,35,1,1,17.8,4.51
2,1170.0,40,1,1,21.5,0.78
1,2266.6666666666665,63,0,0,15.3,2.38
2,1405.4794520547946,73,1,1,21.2,1.71
3,2347.5728155339807,103,0,0,22.4,4.03
2,3240.0,55,0,0,18.2,2.97
1,2124.4897959183672,98,1,0,16.8,3.47
0,3600.0,54,1,1,17.0,3.24
5,1014.8148148148148,81,0,0,21.4,1.37
1,4980.000000000001,50,1,0,15.4,4.15
5,883.3333333333334,72,1,0,24.2,1.06
4,134.21052631578948,76,1,1,21.0,0.17
3,1529.2682926829266,82,0,0,18.3,2.09
2,16320.0,5,0,1,21.7,1.36
4,2308.235294117647,85,0,1,20.2,3.27
1,1209.5238095238096,63,0,1,20.4,1.27
4,1837.037037037037,81,0,1,21.8,2.48
4,1558.2089552238806,67,1,1,23.9,1.74
3,4892.307692307692,13,0,0,17.4,1.06
2,1261.0169491525423,59,0,1,21.6,1.24
1,2695.774647887324,71,0,1,17.4,3.19
1,10657.142857142857,21,0,1,17.4,3.73
1,4428.571428571428,63,0,1,16.9,4.65
3,3041.095890410959,73,0,0,23.3,3.7
4,17150.0,12,0,1,17.5,3.43
0,425.80645161290323,31,0,0,20.8,0.22
0,1186.5168539325844,89,1,1,21.3,1.76
0,18428.571428571428,14,1,0,15.8,4.3
2,1978.9473684210527,114,0,1,23.7,3.76
2,1476.923076923077,104,0,0,22.7,2.56
1,4200.0,16,1,1,18.8,1.12
5,3947.3684210526317,76,1,1,18.8,5.0
3,1600.0,33,0,0,17.0,0.88
0,1212.5,96,1,0,17.9,1.94
5,6214.285714285715,14,1,0,17.9,1.45
4,3600.0,30,0,0,16.1,1.8
0,2044.4444444444443,54,0,0,23.6,1.84
5,2584.6153846153848,78,0,1,24.8,3.36
5,1923.076923076923,117,0,0,23.5,3.75
2,498.3050847457627,118,1,1,19.6,0.98
1,2183.3333333333335,72,0,0,19.6,2.62
2,2700.0,38,0,0,16.1,1.71
4,3662.3376623376626,77,0,0,23.9,4.7
1,355.75221238938053,113,0,1,18.6,0.67
2,1183.0985915492959,71,0,0,19.2,1.4
1,744.8275862068966,87,0,1,16.7,1.08
5,565.0485436893204,103,1,0,19.4,0.97
4,2053.846153846154,52,0,0,17.8,1.78
2,5642.307692307692,52,1,1,17.2,4.89
1,2323.6363636363635,55,0,1,23.8,2.13
5,2821.6216216216217,74,0,1,24.6,3.48
4,2981.6326530612246,98,0,0,19.7,4.87
4,5836.363636363636,33,0,0,16.9,3.21
5,6600.0,31,0,1,19.3,3.41
1,1532.7731092436975,119,1,0,18.2,3.04
1,2509.090909090909,88,0,0,19.5,3.68
0,1254.5454545454545,110,0,0,24.5,2.3
0,387.5,48,0,1,17.6,0.31
2,1487.3949579831933,119,0,0,23.1,2.95
0,1003.448275862069,58,0,1,23.2,0.97
1,4880.0,30,1,0,21.1,2.44
4,6500.0,18,1,1,18.9,1.95
3,1613.7931034482758,87,1,1,18.2,2.34
1,1248.9795918367347,98,0,1,21.0,2.04
5,4052.4590163934427,61,1,0,15.8,4.12
2,1155.5555555555557,27,0,1,23.6,0.52
2,3064.6153846153848,65,0,0,19.4,3.32
0,75.0,96,0,0,20.3,0.12
5,1860.0,10,1,1,19.8,0.31
4,15933.333333333334,18,0,0,20.3,4.78
3,1152.0,100,0,1,19.3,1.92
4,2567.2131147540986,61,0,1,21.6,2.61
5,5876.470588235294,34,0,0,17.9,3.33
3,5525.581395348837,43,0,0,16.6,3.96
2,2272.7272727272725,66,1,1,17.9,2.5
1,1250.6024096385543,83,1,1,21.6,1.73
2,1925.0,96,0,1,15.4,3.08
4,24490.909090909092,11,0,0,21.1,4.49
5,25800.0,11,0,0,15.3,4.73
0,1403.3898305084747,59,1,1,19.3,1.38
0,4466.666666666666,27,1,0,15.2,2.01
3,994.9367088607595,79,0,1,22.9,1.31
4,2200.0,42,0,1,18.9,1.54
1,8100.0,36,1,0,16.3,4.86
5,2232.6923076923076,104,0,0,15.6,3.87
1,19090.909090909092,11,0,0,24.2,3.5
4,3452.4590163934427,61,0,0,21.1,3.51
3,907.3170731707318,82,0,0,18.4,1.24
3,1331.868131868132,91,0,1,20.5,2.02
5,1068.75,64,1,0,20.5,1.14
0,5595.918367346939,49,0,0,21.5,4.57
1,8800.0,18,1,1,23.3,2.64
5,848.2758620689655,58,1,0,23.2,0.82
5,29250.0,8,0,0,18.5,3.9
5,6268.9655172413795,29,0,1,18.9,3.03
5,394.87179487179486,117,0,1,17.3,0.77
2,3354.2168674698796,83,0,1,22.9,4.64
0,115.78947368421052,57,1,1,20.8,0.11
4,46200.0,3,0,0,18.9,2.31
4,372.41379310344826,58,1,1,18.8,0.36
5,50800.0,3,0,0,19.3,2.54
5,381.8181818181818,22,0,1,20.0,0.14
5,2298.1132075471696,106,0,1,20.4,4.06
2,949.367088607595,79,0,0,21.3,1.25
5,6750.0,12,1,0,23.5,1.35
1,2449.1803278688526,61,0,1,23.6,2.49
1,292.5,80,0,1,17.1,0.39
5,2510.344827586207,87,1,0,18.7,3.64
5,2563.6363636363635,22,1,0,24.3,0.94
0,1297.4358974358975,117,0,0,16.2,2.53
5,422.60869565217394,115,1,0,22.5,0.81
1,10425.0,24,0,0,20.7,4.17
3,3234.782608695652,23,0,1,21.0,1.24
5,8131.0344827586205,29,0,0,19.5,3.93
4,1378.7234042553193,94,1,1,23.8,2.16
2,6728.571428571428,42,0,1,16.5,4.71
1,6000.0,6,0,1,20.1,0.6
5,2827.659574468085,94,1,0,16.6,4.43
1,12066.666666666666,9,1,0,21.9,1.81
1,5425.0,24,1,1,17.5,2.17
2,3660.0,20,0,1,24.2,1.22
3,8685.714285714286,21,0,1,22.0,3.04
5,4119.2307692307695,52,0,0,17.8,3.57
5,1131.6455696202531,79,0,1,17.9,1.49
3,1617.7215189873418,79,0,1,21.2,2.13
2,5400.0,10,0,1,17.3,0.9
2,4820.689655172414,58,0,0,17.2,4.66
3,7440.0,15,0,0,18.2,1.86
2,2550.0,92,0,1,18.6,3.91
4,153.98230088495575,113,1,0,16.4,0.29
2,4210.169491525423,59,0,1,24.9,4.14
1,4817.142857142857,35,0,0,18.4,2.81
5,2323.529411764706,102,0,1,15.8,3.95
0,417.39130434782606,23,0,1,22.8,0.16
3,2764.705882352941,102,0,1,15.8,4.7
1,3514.285714285714,77,0,0,23.5,4.51
5,2118.75,96,0,1,17.7,3.39
1,2400.0,61,0,1,20.9,2.44
3,5980.645161290323,31,1,0,24.1,3.09
5,5000.0,21,1,1,24.3,1.75
5,2392.9411764705883,85,0,0,23.6,3.39
3,2547.945205479452,73,0,0,17.8,3.1
2,3144.578313253012,83,0,0,22.9,4.35
5,8700.0,6,1,0,17.5,0.87
5,1648.421052631579,95,1,1,19.0,2.61
4,792.4528301886793,106,1,1,21.4,1.4
4,1256.6037735849056,106,0,0,24.4,2.22
5,1604.3478260869565,92,1,1,19.0,2.46
0,3555.0,40,0,0,21.8,2.37
1,2136.5853658536585,41,0,1,23.9,1.46
4,2678.5714285714284,84,0,1,15.3,3.75
0,2593.548387096774,31,0,1,22.9,1.34
3,1322.1238938053098,113,0,1,19.7,2.49
1,917.6470588235294,85,1,1,24.4,1.3
2,3164.705882352941,51,0,1,23.5,2.69
5,748.5148514851485,101,0,1,18.2,1.26
1,955.7522123893805,113,0,0,17.2,1.8
4,1951.4018691588785,107,0,1,20.0,3.48
2,37900.0,6,1,0,16.2,3.79
1,1992.6605504587155,109,1,1,20.4,3.62
4,2877.9661016949153,59,0,0,22.3,2.83
4,859.4594594594595,37,0,1,17.6,0.53
1,1218.181818181818,99,1,1,16.1,2.01
5,692.8571428571429,84,1,0,22.2,0.97
4,1407.4766355140187,107,0,0,24.1,2.51
5,2820.0,20,0,0,23.3,0.94
2,2604.0,100,0,0,18.2,4.34
3,136.63366336633663,101,1,0,21.6,0.23
0,1417.6470588235295,102,0,0,21.6,2.41
3,2293.8053097345137,113,0,0,17.3,4.32
3,114.0,100,0,1,18.9,0.19
2,13976.470588235294,17,1,1,21.3,3.96
2,6520.0,15,0,0,16.6,1.63
2,2041.1214953271028,107,0,0,22.5,3.64
5,2145.7627118644064,118,1,0,15.1,4.22
2,17550.0,12,0,0,19.9,3.51
2,362.0689655172414,116,0,0,22.0,0.7
4,2136.0,50,1,0,22.6,1.78
5,4313.793103448276,58,0,0,19.4,4.17
5,912.7659574468086,94,0,1,20.0,1.43
1,4943.478260869565,46,1,0,17.0,3.79
0,5336.8421052631575,38,0,0,16.0,3.38
4,3234.1463414634145,41,0,0,18.9,2.21
2,15138.461538461539,13,0,1,17.5,3.28
3,3250.909090909091,55,1,0,20.5,2.98
3,498.0,100,0,1,16.8,0.83
0,375.75757575757575,99,0,1,22.1,0.62
1,1589.010989010989,91,1,0,15.9,2.41
5,42100.0,6,0,0,20.8,4.21
0,993.75,96,0,0,15.5,1.59
2,3968.4210526315787,57,1,1,18.6,3.77
5,1095.0,40,0,0,19.7,0.73
0,10828.57142857143,21,1,1,17.0,3.79
3,619.5652173913044,92,0,1,24.3,0.95
3,1311.864406779661,118,1,1,15.8,2.58
2,632.4324324324324,111,1,1,24.6,1.17
0,2223.076923076923,78,0,0,17.7,2.89
1,3445.4545454545455,66,0,0,21.1,3.79
5,4440.0,40,1,0,16.0,2.96
0,2325.0,80,1,0,18.6,3.1
1,5410.909090909091,55,0,1,15.6,4.96
4,3436.3636363636365,22,1,0,22.1,1.26
2,3400.0,87,0,0,20.6,4.93
5,3592.1052631578946,76,0,0,19.0,4.55
4,949.0909090909091,55,0,1,24.9,0.87
1,4697.872340425532,47,0,0,20.6,3.68
4,2920.0,15,0,1,20.3,0.73
2,811.7647058823529,34,1,0,22.4,0.46
1,710.7692307692307,65,0,0,16.9,0.77
1,25200.0,1,0,1,23.8,0.42
4,5040.0,35,0,0,19.2,2.94
4,73800.0,3,1,0,22.3,3.69
1,4852.631578947368,57,1,0,18.2,4.61
2,7711.111111111111,27,0,0,16.2,3.47
0,28628.571428571428,7,0,1,16.4,3.34
1,2533.3333333333335,27,0,1,19.8,1.14
3,2400.0,20,0,1,17.5,0.8
5,6815.384615384615,39,0,1,15.8,4.43
1,4075.862068965517,58,0,1,24.9,3.94
5,2233.3333333333335,18,0,0,19.7,0.67
3,3262.921348314607,89,1,1,15.1,4.84
0,221.7391304347826,92,0,1,19.9,0.34
3,564.4067796610169,118,0,1,20.7,1.11
1,2688.4615384615386,104,0,1,16.6,4.66
2,10200.0,10,1,0,24.4,1.7
2,2331.6455696202534,79,0,1,24.9,3.07
3,4471.428571428572,42,0,1,17.6,3.13
2,1019.4690265486726,113,0,1,24.4,1.92
2,268.9655172413793,58,0,1,23.9,0.26
3,10736.842105263158,19,1,0,23.4,3.4
1,6664.864864864866,37,1,1,21.9,4.11
5,9130.434782608696,23,0,0,24.3,3.5
5,5302.325581395349,43,0,1,20.7,3.8
0,3118.6046511627906,86,0,1,20.9,4.47
1,2610.0,20,0,1,15.7,0.87
5,3500.0,72,0,0,24.9,4.2
1,1681.967213114754,61,0,0,20.5,1.71
5,796.7213114754098,61,1,1,24.3,0.81
3,1175.0,24,1,0,17.9,0.47
1,28457.14285714286,7,0,0,21.8,3.32
3,5767.741935483871,31,0,0,18.7,2.98
3,14775.0,16,0,0,17.1,3.94
5,1848.2142857142858,112,0,1,24.5,3.45
1,2675.0,72,1,0,15.2,3.21
4,3150.0,32,0,0,23.6,1.68
0,775.609756097561,82,1,1,23.1,1.06
0,4080.0,10,1,0,20.1,0.68
4,1307.6923076923076,117,1,1,17.6,2.55
4,4300.0,12,1,1,18.2,0.86
5,2446.153846153846,52,0,1,17.1,2.12
1,576.9230769230769,78,1,1,21.1,0.75
3,1513.274336283186,113,0,0,23.0,2.85
3,630.7692307692307,117,0,1,16.4,1.23
2,3548.936170212766,47,0,0,15.9,2.78
0,1064.1509433962265,53,1,0,22.4,0.94
4,2470.5882352941176,34,0,0,18.7,1.4
1,412.17391304347825,115,1,1,20.8,0.79
3,1800.0,92,0,0,19.3,2.76
5,11800.0,6,0,1,17.0,1.18
0,4840.0,60,1,1,20.0,4.84
5,458.8235294117647,85,0,1,16.1,0.65
1,1563.6363636363637,66,0,0,24.6,1.72
5,3159.375,64,1,1,24.0,3.37
5,3279.310344827586,58,1,1,16.6,3.17
1,1594.7368421052631,76,1,1,18.7,2.02
0,981.818181818182,66,1,1,23.7,1.08
0,95.45454545454545,88,0,0,24.9,0.14
0,2640.0,65,1,0,24.1,2.86
3,6200.0,33,0,0,21.2,3.41
4,18771.428571428572,14,1,0,17.0,4.38
4,1604.4943820224719,89,0,1,16.7,2.38
1,7111.764705882354,34,1,1,15.3,4.03
0,4500.0,10,0,0,21.2,0.75
3,7380.0,20,1,1,16.4,2.46
0,1062.5,96,0,1,19.7,1.7
3,40300.00000000001,6,0,1,15.8,4.03
5,1854.0,100,1,1,17.5,3.09
5,17850.0,8,0,0,19.8,2.38
0,615.0,80,0,0,19.0,0.82
1,1865.2173913043478,46,0,0,19.6,1.43
0,3075.0,24,0,1,16.2,1.23
0,372.97297297297297,111,0,0,19.9,0.69
0,164.60176991150442,113,0,0,19.8,0.31
4,2347.0588235294117,34,1,1,20.9,1.33
0,2529.896907216495,97,0,0,19.2,4.09
1,4200.0,36,1,1,21.9,2.52
2,858.6206896551724,58,0,1,24.2,0.83
5,2302.3255813953488,43,1,1,17.5,1.65
3,11280.0,5,1,0,19.6,0.94
5,1328.5714285714287,84,0,1,24.3,1.86
0,2466.6666666666665,63,0,0,16.0,2.59
1,530.7692307692307,52,1,0,21.9,0.46
3,507.14285714285717,84,0,0,22.8,0.71
1,10177.777777777777,27,0,1,20.7,4.58
0,2718.987341772152,79,0,1,15.2,3.58
3,271.30434782608694,115,0,0,16.6,0.52
0,434.2857142857143,105,0,0,17.0,0.76
1,554.8387096774194,93,1,1,23.4,0.86
2,3380.9523809523807,63,0,0,20.2,3.55
0,6240.0,25,0,1,17.4,2.6
2,3642.1052631578946,57,0,1,15.6,3.46
1,3264.406779661017,59,1,0,23.2,3.21
1,723.0769230769231,78,0,0,24.4,0.94
3,1107.6923076923076,13,0,0,20.1,0.24
2,1956.5217391304348,23,0,0,19.3,0.75
3,91200.0,2,1,1,20.1,3.04
2,18500.0,6,1,1,18.1,1.85
4,2526.315789473684,114,0,0,21.0,4.8
3,1678.7878787878788,99,0,0,21.3,2.77
4,139.72602739726028,73,1,1,25.0,0.17
1,343.5897435897436,117,0,0,22.7,0.67
1,9670.588235294117,17,0,0,24.8,2.74
2,3340.5405405405404,37,0,1,17.6,2.06
5,2603.669724770642,109,0,0,15.7,4.73
4,107.14285714285714,84,1,0,24.1,0.15
0,1471.304347826087,115,0,0,20.3,2.82
3,240600.0,1,0,0,23.0,4.01
0,3204.5454545454545,44,1,0,17.4,2.35
5,1011.7647058823529,102,0,1,20.8,1.72
2,2844.4444444444443,54,0,1,18.0,2.56
2,2057.1428571428573,42,0,0,23.0,1.44
2,921.4285714285714,56,0,0,15.9,0.86
3,703.448275862069,58,1,0,18.3,0.68
1,21300.0,6,0,0,18.6,2.13
1,4442.307692307692,52,0,0,15.2,3.85
4,6853.846153846154,26,1,1,20.8,2.97
5,2786.842105263158,76,0,1,22.7,3.53
0,3875.675675675676,74,0,0,19.9,4.78
2,3790.243902439024,41,1,0,19.6,2.59
4,3840.0,15,0,0,15.7,0.96
3,15709.09090909091,11,0,0,16.9,2.88
5,41200.0,3,1,0,18.5,2.06
4,34320.0,5,0,0,22.5,2.86
0,2400.0,14,1,0,19.2,0.56
0,15400.0,9,1,0,22.1,2.31
1,5836.363636363637,11,0,0,16.8,1.07
1,1364.6017699115043,113,0,1,21.2,2.57
1,1419.718309859155,71,0,0,23.9,1.68
2,5844.444444444444,27,1,1,21.4,2.63
5,21075.0,8,0,1,23.3,2.81
1,3126.315789473684,76,1,1,20.1,3.96
2,12436.363636363636,22,0,1,22.3,4.56
0,6073.170731707318,41,0,1,15.8,4.15
5,3352.9411764705883,51,1,0,16.7,2.85
3,2315.492957746479,71,0,0,23.9,2.74
4,1431.8181818181818,88,0,0,19.5,2.1
2,5032.653061224491,49,1,0,15.4,4.11
5,3432.5581395348836,43,0,0,16.6,2.46
1,8266.666666666666,36,1,0,16.2,4.96
3,5503.448275862069,29,1,1,23.2,2.66
2,1928.5714285714287,84,0,0,21.9,2.7
1,501.9230769230769,104,1,0,19.7,0.87
2,1531.9148936170213,47,0,1,19.5,1.2
3,34440.0,5,0,0,16.5,2.87
1,40200.0,2,1,0,23.5,1.34
5,196.6386554621849,119,0,0,18.5,0.39
4,165.95744680851064,94,0,0,16.1,0.26
3,24654.545454545456,11,0,0,16.4,4.52
2,7527.272727272727,22,0,0,17.7,2.76
3,1339.655172413793,116,0,1,18.5,2.59
2,1860.0,70,0,1,15.4,2.17
2,1445.7142857142858,105,1,0,17.7,2.53
5,2032.7586206896551,116,0,1,24.1,3.93
5,235.71428571428572,56,1,1,16.5,0.22
4,1309.090909090909,88,0,0,18.2,1.92
4,4520.0,30,0,0,16.2,2.26
3,579.3103448275862,87,1,0,16.1,0.84
3,6600.0,6,0,0,19.0,0.66
5,662.7906976744187,86,0,0,20.0,0.95
4,1542.857142857143,49,0,0,23.2,1.26
3,1271.1864406779662,118,1,0,22.3,2.5
5,2506.1946902654868,113,0,1,19.8,4.72
1,3525.0,8,1,1,25.0,0.47
0,1566.1016949152543,118,0,1,21.9,3.08
3,840.0,75,0,0,19.4,1.05
5,2092.1052631578946,76,0,1,20.4,2.65
1,3326.5822784810125,79,1,1,20.2,4.38
4,362.5,48,0,0,20.3,0.29
3,8261.538461538461,26,0,0,16.6,3.58
4,5900.0,24,1,1,16.1,2.36
4,2088.8888888888887,108,1,1,24.8,3.76
4,1471.698113207547,53,1,0,23.1,1.3
0,6260.869565217391,23,0,1,22.0,2.4
1,1549.2537313432836,67,1,1,20.0,1.73
0,5517.391304347827,46,0,1,17.4,4.23
1,748.0519480519481,77,0,1,21.0,0.96
5,2277.10843373494,83,0,0,18.8,3.15
5,951.4285714285714,70,0,1,21.7,1.11
3,65100.0,2,0,0,17.2,2.17
1,1141.7475728155339,103,0,0,24.7,1.96
1,7260.0,20,0,1,20.9,2.42
2,4779.310344827586,29,1,0,19.6,2.31
4,2443.9024390243903,41,1,1,24.8,1.67
4,9540.0,20,1,1,20.2,3.18
1,2713.953488372093,86,1,0,21.7,3.89
4,3318.987341772152,79,0,1,16.1,4.37
2,1330.120481927711,83,1,1,21.5,1.84
5,681.081081081081,74,0,1,17.1,0.84
3,2875.3246753246754,77,1,1,23.1,3.69
4,7095.0,40,1,1,15.7,4.73
2,8430.0,20,0,1,23.9,2.81
0,3913.0434782608695,69,0,1,16.5,4.5
2,910.3448275862069,116,0,1,21.6,1.76
2,3842.1052631578946,57,0,0,24.6,3.65
0,3681.818181818182,66,0,0,17.8,4.05
0,1990.909090909091,22,0,0,23.9,0.73
5,2390.625,64,0,1,16.4,2.55
1,8619.999999999998,30,0,1,21.8,4.31
5,581.8181818181819,33,1,0,16.3,0.32
1,2220.618556701031,97,0,0,16.3,3.59
3,5489.36170212766,47,1,1,17.7,4.3
1,3647.0588235294117,51,0,1,23.9,3.1
4,2876.7123287671234,73,1,0,23.6,3.5
1,1671.4285714285713,28,1,1,16.0,0.78
2,8181.818181818182,22,0,0,19.5,3.0
3,1987.878787878788,99,1,0,24.0,3.28
2,166800.0,1,0,1,17.9,2.78
0,3683.3333333333335,72,0,1,22.9,4.42
2,3241.6666666666665,72,1,1,19.1,3.89
4,2490.0,80,0,0,20.3,3.32
0,1440.0,70,0,1,21.8,1.68
1,952.3809523809524,63,1,0,16.9,1.0
0,2578.021978021978,91,1,0,21.8,3.91
1,12030.0,20,1,1,21.1,4.01
1,2307.6923076923076,78,1,0,23.1,3.0
2,2960.0,15,0,1,18.4,0.74
4,2400.0,3,0,1,24.3,0.12
5,1280.0,30,0,0,17.9,0.64
4,1027.5862068965516,87,1,0,20.3,1.49
1,1185.7142857142858,42,0,1,20.0,0.83
4,9857.142857142857,7,0,1,22.7,1.15
1,4433.333333333333,18,0,1,18.2,1.33
1,1971.4285714285713,35,1,0,23.1,1.15
0,2600.0,72,0,1,21.2,3.12
4,7747.826086956522,23,0,1,16.4,2.97
4,1569.2307692307693,104,1,1,23.4,2.72
0,3552.6315789473683,38,0,1,17.3,2.25
2,1000.0,12,0,1,18.6,0.2
3,2687.323943661972,71,0,0,21.9,3.18
1,2400.0,73,0,1,15.3,2.92
3,2789.189189189189,37,0,1,19.3,1.72
2,1342.857142857143,63,0,0,18.5,1.41
4,3481.818181818182,66,0,1,18.5,3.83
2,3413.793103448276,87,0,0,18.0,4.95
1,4873.469387755102,49,0,1,16.8,3.98
3,4215.384615384615,39,0,0,24.1,2.74
2,395.29411764705884,85,0,0,20.5,0.56
5,668.5714285714286,35,0,1,18.1,0.39
2,62850.00000000001,4,1,1,23.3,4.19
3,248.07692307692307,104,0,1,16.5,0.43
2,4453.846153846154,26,0,0,17.6,1.93
4,1764.7058823529412,51,0,0,24.8,1.5
3,12659.999999999998,10,0,1,24.4,2.11
0,666.6666666666666,36,0,1,16.7,0.4
0,2209.090909090909,110,0,1,21.9,4.05
3,3869.5652173913045,69,0,0,17.1,4.45
5,4513.04347826087,46,0,0,24.3,3.46
3,2284.6153846153848,104,1,1,23.1,3.96
4,3490.909090909091,22,0,1,23.6,1.28
3,4190.909090909091,66,1,0,17.9,4.61
1,3348.3870967741937,31,0,1,23.9,1.73
0,1579.4117647058824,68,1,1,22.6,1.79
1,27720.0,5,0,0,20.9,2.31
1,476.71232876712327,73,0,0,15.6,0.58
2,698.1818181818181,55,0,0,22.7,0.64
5,6378.9473684210525,19,0,1,23.4,2.02
5,317.2413793103448,87,0,0,16.1,0.46
4,12300.0,18,0,0,18.7,3.69
0,1835.820895522388,67,0,1,23.2,2.05
4,1376.1467889908256,109,0,1,23.4,2.5
2,311.68831168831167,77,1,0,19.7,0.4
0,4980.0,10,0,0,21.9,0.83
1,16457.14285714286,7,1,1,20.4,1.92
1,1794.7368421052631,114,0,1,15.3,3.41
4,126599.99999999999,1,0,0,20.2,2.11
5,2676.470588235294,102,0,0,18.3,4.55
5,629.5081967213115,61,0,1,19.4,0.64
0,2081.4159292035397,113,0,1,23.8,3.92
1,2566.6666666666665,54,1,1,15.6,2.31
4,25500.0,4,0,0,24.3,1.7
2,7034.482758620689,29,0,1,19.7,3.4
0,2054.237288135593,59,0,1,23.2,2.02
4,1735.3846153846155,65,0,1,21.3,1.88
0,1036.3636363636363,66,0,1,16.6,1.14
4,1951.6483516483515,91,0,1,19.5,2.96
1,1180.6451612903227,31,1,1,18.6,0.61
4,4167.857142857143,56,1,1,16.2,3.89
5,1173.0337078651685,89,0,0,17.3,1.74
5,2170.909090909091,110,1,0,16.3,3.98
4,13200.0,6,0,1,17.2,1.32
2,3907.6923076923076,39,0,1,17.0,2.54
4,4700.0,60,1,0,20.2,4.7
5,20699.999999999996,6,0,0,24.7,2.07
4,10096.551724137931,29,1,1,16.0,4.88
4,2360.4395604395604,91,1,0,16.3,3.58
4,680.3571428571429,112,1,1,24.2,1.27
4,2874.4186046511627,43,0,0,22.0,2.06
3,15633.333333333334,18,0,1,23.5,4.69
4,4585.714285714286,56,1,1,17.7,4.28
5,525.7142857142857,105,0,1,16.4,0.92
0,840.0,60,0,0,20.2,0.84
3,1263.157894736842,95,0,0,24.4,2.0
5,1484.5360824742268,97,0,1,16.1,2.4
5,14584.615384615385,13,0,0,23.2,3.16
3,2164.102564102564,117,0,0,23.5,4.22
5,110.52631578947368,76,1,0,15.4,0.14
0,93000.0,2,0,1,19.1,3.1
2,99.1304347826087,115,0,1,15.8,0.19
2,1356.923076923077,65,0,0,19.5,1.47
4,39900.0,4,0,0,22.9,2.66
2,1525.531914893617,94,1,0,20.7,2.39
5,2239.285714285714,56,0,0,19.8,2.09
3,531.8181818181819,44,0,0,16.8,0.39
1,618.5567010309278,97,1,0,17.4,1.0
2,745.6310679611651,103,1,1,18.2,1.28
4,14700.0,6,0,0,22.2,1.47
2,86.95652173913044,69,0,1,20.7,0.1
1,937.5,80,1,1,16.4,1.25
2,2237.2881355932204,59,0,1,17.5,2.2
5,2058.4615384615386,65,1,1,16.7,2.23
4,3980.281690140845,71,0,1,17.7,4.71
1,2503.448275862069,58,1,0,18.1,2.42
4,103.70370370370371,81,0,0,16.8,0.14
5,1128.2608695652175,92,1,1,17.6,1.73
0,1254.5454545454545,33,1,0,22.9,0.69
4,3131.25,32,1,1,22.0,1.67
1,6555.555555555556,27,0,1,24.1,2.95
0,2139.759036144578,83,0,0,16.5,2.96
3,988.8888888888889,54,0,1,15.6,0.89
3,3525.0,48,1,1,24.5,2.82
4,9771.42857142857,14,0,1,17.2,2.28
4,367.5,80,0,0,23.6,0.49
0,2266.071428571429,112,0,1,24.0,4.23
5,2623.008849557522,113,1,1,16.1,4.94
0,1459.7938144329896,97,1,0,16.0,2.36
5,2034.7826086956522,46,1,0,22.5,1.56
